name,voteCount,rating,address,cusine,cost,timing
Chittoda's Suruchee Restaurant,1096 votes,4.4,"2, Dacres Lane, Near Pearless Bhawan, Esplanade, Kolkata",Fast Food,₹300,"12noon – 9pm (Mon-Sat),Closed (Sun)"
Kaidi Kitchen,1439 votes,4.1,"12A, Abanindra Nath, Thakur Sarani, Camac Street Area, Kolkata",Fast Food,"₹1,300",12noon – 11pm (Mon-Sun)
Kookie Jar,1071 votes,4.3,"42A, Rawdon Street, Loudon Street Area, Kolkata","Fast Food, North Indian",₹150,8am – 10pm (Mon-Sun)
The Chicken House,806 votes,4.0,"29/1, Hare Krishna Kunal Road, Entally, Kolkata","Fast Food, North Indian",₹250,"12midnight – 3:30am, 12:01pm – 12midnight (Mon..."
Shaina Chicken Corner,969 votes,3.9,"1/1 Samshul Huda Road, Park Circus Area, Kolkata",Street Food,₹300,4pm – 11:30pm (Mon-Sun)
Deli Cravings,858 votes,4.0,"225/2, A.J.C. Bose Road, Minto Park, Kolkata",Street Food,₹800,11am – 10:30pm (Mon-Sun)
Dustarkhwan Restaurant,178 votes,3.9,"6, Muzaffar Ahmed Street (Ripon Street), Wellesley, Kolkata",Cafe,₹550,12noon – 1am (Mon-Sun)
Junglee Cafe,44 votes,3.7,"Sukh Sadan Apartment, Acharya Jagadish Chandra Bose Road, Park Circus Area, Kolkata",Cafe,₹650,
Aaheli - The Peerless Inn,686 votes,3.9,"The Peerless Inn Hotel, 12, Jawaharlal Nehru Road, New Market Area, Kolkata","Rolls, Kebab","₹2,000","12:30pm – 3pm, 7:30pm – 11pm (Mon-Sun)"
Jam House,973 votes,4.1,"1, AJC Bose Road, Near Shikshayatan College, Chowringhee, Kolkata","Rolls, Kebab","₹1,000","12midnight – 5:30am, 12:30pm – 12midnight (Mon-Sun)"
Golden Bowl,440 votes,3.8,"19B, Nasiruddin Road, Near Park Circus Tram Depot, Park Circus Area, Kolkata","Fast Food, Ice Cream",₹600,12noon – 10:30pm (Mon-Sun)
Biggies Burger 'n' More,232 votes,4.2,"6, Russel Street, Camac Street Area, Kolkata","Fast Food, Ice Cream",₹600,10:30am – 12midnight (Mon-Sun)
Scoop,2727 votes,3.9,"3A, New Empire Building, Humayun Place, New Market Area, Kolkata",Biryani,"₹1,000",11am – 10pm (Mon-Sun)
Lazeez Biryani,683 votes,3.6,"1/A, Opposite Maulali Mazar, Convent Road, Park Circus Area, Kolkata",Biryani,₹300,12noon – 4am (Mon-Sun)
Nafeel Restaurant,1109 votes,3.5,"2A, Congress Exhibition Row, Near Park Circus Tram Depot, Park Circus Area, Kolkata",Biryani,₹150,8am – 11pm (Mon-Sun)
EDabba,262 votes,4.0,"3A, 1st Floor, Jawaharlal Nehru Road, Near Metro Gali, Esplanade, Kolkata",Biryani,₹300,11am – 11pm (Mon-Sun)
Zaranj,835 votes,4.0,"26, Jawaharlal Nehru Road, Near The Indian Museum, New Market Area, Kolkata",Fast Food,"₹2,200","12noon – 3pm, 7:30pm – 11pm (Mon, Wed, Thu, Fri..."
Fabcafe By Fabindia,104 votes,4.1,"7, Dr. U.N. Brahmachari Street, Loudon Street Area, Kolkata",Fast Food,₹900,11am – 10pm (Mon-Sun)
Maharaja,71 votes,3.7,"55A, Mirza Galib Street, New Market Area, Kolkata","Fast Food, Chinese",₹200,11am – 11pm (Mon-Sun)
Urban Tandoor,47 votes,3.8,"217, Park Street, Near 4 Bridge, Park Circus Area, Kolkata","Fast Food, Chinese",₹400,11am – 12midnight (Mon-Sun)
Jyoti Vihar,1037 votes,4.1,"3A/1, Ho Chi Minh Sarani, Camac Street Area, Kolkata","Sandwich, Fast Food, Beverages",₹300,"Closed (Mon),10am – 6pm (Tue-Sun)"
Zikra Biryani N Shakes,16 votes,3.2,"89D, Shakespear Sarani, Circus Avenue, Near Municipal Coorporation, Park Circus Area, Kolkata","Sandwich, Fast Food, Beverages",₹300,7pm – 2:30am (Mon-Sun)
Chauhan Victoria Vada,32 votes,3.9,"25A, Vardaan Market, Camac Street Area, Kolkata","Cafe, Fast Food, Desserts, Beverages, Sandwich, Coffee",₹300,11am – 10pm (Mon-Sun)
K.C. Das,983 votes,4.0,"11A, Esplanade East, New Market Area, Kolkata","Cafe, Fast Food, Desserts, Beverages, Sandwich, Coffee",₹100,7:30am – 7:30pm (Mon-Sun)
Nick 'N' Nack,326 votes,3.9,"4A, Roy Street, Elgin, Kolkata","Biryani, Fast Food",₹200,9am – 10:30pm (Mon-Sun)
Shibuji,168 votes,3.9,"25A, Vardaan Market, Camac Street Area, Kolkata","Biryani, Fast Food",₹150,9:30am – 11pm (Mon-Sun)
Laxman's,86 votes,3.9,"15 C, Sarat Bose Road, Elgin, Kolkata","Burger, Fast Food",₹300,11am – 11pm (Mon-Sun)
New Jai Hind Dhaba,39 votes,3.0,"29/H/16, Linton Street, Near Bell Masjid, Park Circus Area, Kolkata","Burger, Fast Food",₹200,12noon – 3am (Mon-Sun)
Bismillah Stores,7 votes,3.2,"7, Ground Floor, Dedar Baksh Lane, Taltala, Kolkata","North Indian, Chinese",₹250,12noon – 11pm (Mon-Sun)
I Love Haldiram,274 votes,3.7,"9, Camac Street Area, Kolkata","North Indian, Chinese",₹350,10am – 10pm (Mon-Sun)
Anadi Cabin,728 votes,2.8,"9, Jawaharlal Nehru Road, New Market Area, Kolkata","Burger, American, Fast Food",₹250,11am – 9:30pm (Mon-Sun)
Amber,1186 votes,3.8,"11, Waterloo Street, Esplanade, Kolkata","Burger, American, Fast Food","₹1,200","12noon – 3pm, 7pm – 11pm (Mon-Sun)"
Food Quest,24 votes,3.3,"1/2, Lord Sinha Road, Ward 63, Elgin, Kolkata","Chinese, Thai",₹150,9am – 11pm (Mon-Sun)
Beefy Affair,94 votes,3.6,"Shop 24/1/1/H4, Bright Street, Park Circus Area, Kolkata","Chinese, Thai",₹300,8am – 4am (Mon-Sun)
Kainat Food Corner,Cuisines:,NEW,"25, Abdul Halim Lane, Taltala, Kolkata","Bengali, North Indian, Kebab",₹200,11am – 11pm (Mon-Sun)
Eighty8+ Kafe,323 votes,3.9,"88, Ground Floor, Chowringhee Road, HDFC Bank Building, Near PC Chandra, Elgin, Kolkata","Bengali, North Indian, Kebab",₹800,8am – 3am (Mon-Sun)
Ruchika Restaurant,284 votes,3.8,"4, Humayun Place, New Market Area, Kolkata","Chinese, North Indian",₹500,12noon – 9:30pm (Mon-Sun)
Mintelaa,483 votes,3.9,"2B, Gorky Terrace, Minto Park, Kolkata","Chinese, North Indian","₹1,100",11am – 2am (Mon-Sun)
Hotel Sidheshwari Ashram,208 votes,4.0,"19, Rani Rashmohani Road, New Market Area, Kolkata",Rolls,₹150,"9am – 4pm, 7pm – 11pm (Mon-Sun)"
Aminia,3203 votes,3.8,"6A, S.N. Banerjee Road, New Market Area, Kolkata",Rolls,₹700,10:30am – 10:30pm (Mon-Sun)
Russel Punjabi Dhaba,645 votes,3.7,"41, Chowringhee Road, Chowringhee, Kolkata","Bakery, Desserts, Fast Food",₹500,7am – 12:30am (Mon-Sun)
NU Variety,162 votes,3.7,"1, Sarat Bose Road, Near Minto Park Crossing, Minto Park, Kolkata","Bakery, Desserts, Fast Food",₹250,9am – 9:30pm (Mon-Sun)
Nepal Sweets,234 votes,4.0,"16B, Elgin, Kolkata",Mishti,₹200,7am – 10pm (Mon-Sun)
Afza,381 votes,3.8,"Shop 82, Jhowtala Road, Park Circus Area, Kolkata",Mishti,₹500,12noon – 11pm (Mon-Sun)
S.C.R.S. Project Trishna,6 votes,3.3,"5/2, Anandilal Poddar Sarani, Theatre Road, Kolkata","Rolls, Chinese",₹200,10am – 10pm (Mon-Sun)
Milee Droog Cafe & Bistro,994 votes,4.3,"3, Ground Floor, Gorky Terrace, Gorky Sadan, Minto Park, Kolkata","Rolls, Chinese",₹900,10:30am – 10:30pm (Mon-Sun)
Belgian Waffle Junction,238 votes,4.4,"31, Sarat Bose Road, Elgin, Kolkata",North Indian,₹500,"10:30am – 11:30pm (Mon-Thu),10:30am – 12:30am..."
Fast N Fresh,20 votes,3.2,"B/24/1/1/h/6, Bright Street, Park Circus Area, Kolkata",North Indian,₹300,11am – 12midnight (Mon-Sun)
The City Wok,Cuisines:,NEW,"12, Opposite Bellevue Hospital, Loudon Street Area, Kolkata","Desserts, Beverages",₹600,11:30am – 10:30pm (Mon-Sun)
Delish Dhaba,748 votes,3.5,"24 B, Syed Amir Ali Avenue, Opposite Quest Mall, Park Circus Area, Kolkata","Desserts, Beverages",₹700,12noon – 4:30am (Mon-Sun)
New Arafat Restaurant & Caterer,413 votes,3.8,"75 B, Rafi Ahmed Kidwai Road, Wellesley, Kolkata","Rolls, Biryani",₹350,10am – 11pm (Mon-Sun)
Kasturi Restaurant,1080 votes,4.0,"7A, Mustaque Ahmed Street, New Market Area, Kolkata","Rolls, Biryani",₹500,11am – 11pm (Mon-Sun)
Drunken Monkey,195 votes,4.0,"Ground Floor, 2/5, Sarat Bose Road, Sukh Sagar Building, Minto Park, Kolkata","North Indian, Chinese",₹350,"8am – 12midnight (Mon-Sat),8:30am – 12midnight..."
WBFC,449 votes,3.7,43B ripon street Kolkata,"North Indian, Chinese",₹300,12noon – 4am (Mon-Sun)
Cadiz,Cuisines:,NEW,"234/3A, Acharya Jagadish Chandra Bose Rd, Minto Park, Kolkata","North Indian, Mughlai, Fast Food, Beverages",₹900,12noon – 3am (Mon-Sun)
Krishna Kant Sharma Fuchka Wala,14 votes,3.3,"25A, Camac Street, Vardaan Market, Camac Street Area, Kolkata","North Indian, Mughlai, Fast Food, Beverages",₹100,12noon – 9:30pm (Mon-Sun)
Saiqa Restaurant,399 votes,3.6,"36, Beck Bagan Row, Lower Range, Park Circus Area, Kolkata","Fast Food, Desserts",₹200,7am – 2am (Mon-Sun)
Nahoum and Sons,1699 votes,4.2,"F47, Hogg Market, New Market Area, Kolkata","Fast Food, Desserts",₹300,"9:30am – 8pm (Mon-Fri),9:30am – 7pm (Sat),9:30am..."
Casa Kitchen,983 votes,3.9,"234/1, Hotel Casa Fortuna, A.J.C. Bose Road, Minto Park, Kolkata","Biryani, Mughlai","₹1,200",7am – 11pm (Mon-Sun)
Jashoda Mistanna Bhandar,127 votes,3.8,"50/1, S.N  Banerjee Road, Taltala, Kolkata","Biryani, Mughlai",₹200,6am – 9:30pm (Mon-Sun)
Bhojohori Manna,679 votes,3.5,"11A, Sido Kanhu Dahar, Esplanade, Kolkata",Bengali,₹700,12noon – 10pm (Mon-Sun)
Cafe Monte Carlo,100 votes,3.7,"3/1, Mangoe Lane, Esplanade, Kolkata",Bengali,₹700,11am – 10:30pm (Mon-Sun)
Blue Sky Cafe,1193 votes,4.1,"3, Sudder Street, New Market Area, Kolkata","Beverages, Juices, Fast Food",₹650,8am – 10pm (Mon-Sun)
Tmk Kitchen’s,31 votes,3.4,"29/1, Hare Krishna, Konar Road, Park Circus Area, Kolkata","Beverages, Juices, Fast Food",₹300,12noon – 11pm (Mon-Sun)
Rayyan Chinese Flavour,128 votes,3.8,"6A, Muzaffar Ahmed Street, Taltala, Kolkata","Biryani, Mughlai, Afghan",₹300,11am – 4am (Mon-Sun)
China Hut,55 votes,3.6,"P-23, Ground Floor, Scheme 55, CIT Road, Park Circus Area, Kolkata","Biryani, Mughlai, Afghan",₹500,12noon – 10:30pm (Mon-Sun)
Taj Biryani & Restaurant,44 votes,3.3,"114, Lenin Sarani, Moulali Crossing, Near CBSE Office, Taltala, Kolkata","Hyderabadi, North Indian",₹300,11:30am – 4am (Mon-Sun)
Tewari Confectioners,182 votes,3.8,"233/5, A.J.C. Bose Road, Kandhari House, Minto Park, Kolkata","Hyderabadi, North Indian",₹200,7:30am – 8:30pm (Mon-Sun)
ATS Arun Dhaba,583 votes,3.7,"27, Shakespeare Sarani, Outram Street, Theatre Road, Kolkata",Chinese,₹350,9:30am – 11pm (Mon-Sun)
Naaz Snacks,12 votes,3.2,"30/H/3, Linton Street, Park Circus Area, Kolkata",Chinese,₹300,9am – 11pm (Mon-Sun)
Nawaazish,49 votes,3.8,"3, Doctor Biresh Guha Street, Park Circus Area, Kolkata","North Indian, South Indian, Chinese",₹600,12:30pm – 11:30pm (Mon-Sun)
Shaan E Ayan,52 votes,3.6,"4, Nawab Abdul Latif Street, Taltala, Kolkata","North Indian, South Indian, Chinese",₹350,1pm – 4am (Mon-Sun)
Al Baik Biryani & Fast Food Centre,73 votes,3.3,"1A, Convent Road, Near Maula Ai Mazar, Park Circus Area, Kolkata","Fast Food, North Indian",₹400,12noon – 12midnight (Mon-Sun)
Sri Govind's Kitchen,13 votes,3.2,"138/B, Collin Street, New Market Area, Kolkata","Fast Food, North Indian",₹200,11am – 10pm (Mon-Sun)
SOI - The Asian Street Kitchen,616 votes,4.3,"26, Jawaharlal Nehru Road, Near The Indian Museum, New Market Area, Kolkata","Fast Food, Healthy Food, Sandwich, Salad","₹1,200","12:30pm – 11pm (Mon, Wed, Thu, Fri, Sat, Sun)..."
New Empire Bar,574 votes,3.8,"3A, New Empire Building, Humayun Place, New Market Area, Kolkata","Fast Food, Healthy Food, Sandwich, Salad",₹950,12noon – 11:30pm (Mon-Sun)
Aura - Sky Bar & Brewhouse,169 votes,3.9,"Aauris Hotel, 4 Robinson Street, Theatre Road, Kolkata",Burger,"₹2,000","4pm – 12midnight (Mon, Tue, Wed, Thu, Sun), 4pm..."
The Shake Factory,143 votes,4.7,"31, Sarat Bose Road, Elgin, Kolkata",Burger,₹400,"10:30am – 11:30pm (Mon-Thu),10:30am – 12:20am..."
The Rouge,730 votes,4.0,"222, Circular Mansion, AJC Bose Road, Park Circus Area, Kolkata","Rolls, Fast Food",₹400,9am – 10:30pm (Mon-Sun)
Kyra Kitchen,Cuisines:,NEW,"7, AJC Bose Road, Opposite Thrimurti Petrol Pump, Park Circus Area, Kolkata","Rolls, Fast Food",₹500,1pm – 11pm (Mon-Sun)
Green Olive,11 votes,3.2,"1, Suhrawardy Avenue, Kolkata Municipal Corporation, Park Circus Area, Kolkata",Cafe,₹500,12noon – 3am (Mon-Sun)
Burger Express,9 votes,3.1,"11, Mistry Para Lane, Beniapukur, Near Park Circus Area, Kolkata",Cafe,₹300,12noon – 4am (Mon-Sun)
Aqua Java,222 votes,3.4,"8/2 Loudon Street, Near Belle Vue Clinic, Loudon Street Area, Kolkata","North Indian, Chinese",₹750,"8am – 1am (Mon, Tue, Wed, Thu, Fri, Sun), 9am –..."
Meraz Fast Food,6 votes,3.0,"20, Bright Street, Near Kafan Shop, Park Circus Area, Kolkata","North Indian, Chinese",₹150,12noon – 1am (Mon-Sun)
Hongkong Fried Chicken,Cuisines:,NEW,"32, Surendra Nath Banerjee Road, Taltala, Kolkata","Italian, Fast Food, Desserts, Beverages",₹300,12noon – 10pm (Mon-Sun)
Dalchini,14 votes,3.3,"The Big Boss, 11/1A, Sarojini Naidu Sarani, Loudon Street Area, Kolkata","Italian, Fast Food, Desserts, Beverages",₹700,10am – 11:30pm (Mon-Sun)
Rush'R,96 votes,3.4,"9C, Lord Sinha Road, Chowringhee, Kolkata","North Indian, Bengali, Mughlai",₹700,9am – 4am (Mon-Sun)
Lazeez,816 votes,3.7,"83, Chowringhee Road, Elgin, Kolkata","North Indian, Bengali, Mughlai",₹500,11am – 10:30pm (Mon-Sun)
Vien,79 votes,3.8,"34 B, Shakespeare Sarani, Ward 63, Theatre Road, Kolkata",Burger,₹100,7am – 8:30pm (Mon-Sun)
Cloud Kitchen,226 votes,4.1,"60/1, Chowringhee, Kolkata",Burger,₹750,12noon – 11pm (Mon-Sun)
Sweetish House Mafia,44 votes,3.8,"10/3, Forum Courtyard (Basement), Elgin Road, Elgin, Kolkata","Mishti, Fast Food, South Indian",₹300,10am – 10pm (Mon-Sun)
Fries Before Guys,184 votes,4.6,"31, Sarat Bose Road, Elgin, Kolkata","Mishti, Fast Food, South Indian",₹400,12noon – 12:30am (Mon-Sun)
Hooky Dooky,Cuisines:,,"53, Syed Amir Ali Avenue, Park Circus Area, Kolkata","Asian, Chinese",₹500,
Arun Tea Stall,467 votes,4.1,"25/1, Shakespeare Sarani, Theatre Road, Kolkata","Asian, Chinese",₹100,7am – 10pm (Mon-Sun)
7 Point Family Restaurant,19 votes,3.4,"6, Fazlul Haque Sarani, Park Circus Area, Kolkata",Healthy Food,₹500,11am – 11pm (Mon-Sun)
Anna's Kitchen,24 votes,3.6,"3B, Short Street, Opposite St. Xavier Back Gate, Theatre Road, Kolkata",Healthy Food,₹300,"8am – 8pm (Mon-Sat),Closed (Sun)"
Mom's Breakfast Magic,75 votes,3.8,"5A, 2nd Lane, Ahiripukur, Tiljala, Beck Bagan Park Circus Area, Kolkata",Biryani,₹400,8am – 8pm (Mon-Sun)
Darjeeling Momo Junction,47 votes,2.7,"8 Lenin Sarani, Opposite Gajkumar Showroom, IDBI Bank Building, New Market Area Kolkata",Biryani,₹150,12noon – 9:30pm (Mon-Sun)
Lazzat,133 votes,3.6,"12, Royd Street, Wellesley, Kolkata","Chinese, Rolls, Kebab, Biryani",₹600,12noon – 11pm (Mon-Sun)
Gokul Shree,265 votes,3.8,"1, A.J.C. Bose Road, Chowringhee, Kolkata","Chinese, Rolls, Kebab, Biryani",₹500,"8am – 10pm (Mon-Fri),8am – 11pm (Sat),7am –..."
Aafreen Restaurant,430 votes,3.7,"27, Rafi Ahmed Kidwai Road, Wellesley, Kolkata","North Indian, Chinese, South Indian",₹650,"12:30pm – 11:30pm (Mon),12:30pm – 12midnight..."
J. K. Muskan Roll Corner,6 votes,2.9,"Shop 6 A, SN Banerjee Road, New Market Area, Dharmatala, Taltala, Kolkata","North Indian, Chinese, South Indian",₹150,10am – 10pm (Mon-Sun)
Park Sweets,55 votes,3.5,"80, Park Street, Mullick Bazar, Park Circus Area, Kolkata","North Indian, Mughlai, Biryani",₹250,7am – 10:30pm (Mon-Sun)
New Aliah Hotel & Caterer,994 votes,3.9,"31, Bentinck Street, Esplanade, Kolkata","North Indian, Mughlai, Biryani",₹600,12noon – 10pm (Mon-Sun)
Tea Junction,35 votes,3.7,"Bnwcc Hospital, 2 Rawdon Street, Loudon Street Area, Kolkata","Biryani, Mughlai, Chinese, North Indian",₹200,10am – 8pm (Mon-Sun)
Roll Corner,Cuisines:,-,"1A, Ward 65, Gorkey Terrace, Minto Park, Kolkata","Biryani, Mughlai, Chinese, North Indian",₹200,11am – 11pm (Mon-Sun)
Santa Delivers,5 votes,3.2,"5/H/1, Gagan Sarkar Road, Municipal Corporation, Entally, Kolkata","Continental, North Indian, Chinese, Italian",₹300,12:30pm – 12:30am (Mon-Sun)
Mambo's Recipe,15 votes,3.3,"46, Moti Sil Street, New Market Area, Kolkata","Continental, North Indian, Chinese, Italian",₹400,"8:20am – 9:25pm (Mon, Tue, Wed, Fri, Sat, Sun)..."
Nicole's,40 votes,3.6,"3, Meher Ali Road, Park Circus Area, Kolkata","Biryani, Awadhi, North Indian, Chinese",₹400,10am – 8pm (Mon-Sun)
Made In Oven,161 votes,4.0,"1/2 A, Biswanath Motilal Lane, 12, Bowbazar Area, Wellesley, Kolkata","Biryani, Awadhi, North Indian, Chinese",₹500,12noon – 10pm (Mon-Sun)
Ashraf Biryani,105 votes,3.3,"29A, Shamsul Huda Road, Park Circus Area, Kolkata","Chinese, Asian, Seafood, Cantonese",₹200,12noon – 11pm (Mon-Sun)
New Deeya Bati,249 votes,3.6,"21, Mullen Street, Elgin, Kolkata","Chinese, Asian, Seafood, Cantonese",₹600,9am – 7pm (Mon-Sun)
Juice Factory,93 votes,3.7,"Karaya Road, Lower Range, Beck Bagan, Park Circus Area, Kolkata","Bengali, Seafood",₹300,9am – 11:45pm (Mon-Sun)
Chokherkhida,9 votes,3.2,"25 B, Girish Chandra Bose Road, Entally, Kolkata","Bengali, Seafood",₹150,4pm – 11pm (Mon-Sun)
Rajshahi Restaurant,9 votes,3.0,"128/1, Ustad Enayat Khan Road, Karaya Road, Park Circus Area, Kolkata","North Indian, Mughlai, Biryani",₹150,11:30am – 10:30pm (Mon-Sun)
Mythh - HHI,424 votes,3.7,"Hotel Hindusthan International, 235/1, A.J.C. Bose Road, Elgin, Kolkata","North Indian, Mughlai, Biryani","₹2,600",24 Hours (Mon-Sun)
Perfect Kitchen,Cuisines:,NEW,"11, Tiljala Place, Park Circus Area, Kolkata","North Indian, Mughlai, Bengali, Rolls, Biryani",₹350,11am – 11pm (Mon-Sun)
3 Kings Cafe & Lounge,46 votes,3.7,"13, 1st Floor, Near Sambhunath Hospital, Elgin Road, Elgin, Kolkata","North Indian, Mughlai, Bengali, Rolls, Biryani",₹700,12noon – 4am (Mon-Sun)
Kochi Kalapata,19 votes,3.4,"8, Puran Chand Avenue, Taltala, Kolkata","Mexican, American",₹600,12noon – 10pm (Mon-Sun)
Kwality Wall's Swirl's,64 votes,3.8,"24, Lee Road, Near Brand Factory, Elgin, Kolkata","Mexican, American",₹300,12noon – 12midnight (Mon-Sun)
Aayaan Restaurant,11 votes,3.2,"100, Ripon Street, Wellesley, Kolkata",Chinese,₹200,7am – 12:30am (Mon-Sun)
Laxmi Sweets,23 votes,3.5,"135, A.J.C. Bose Road, Loudon Street Area, Kolkata",Chinese,₹100,8am – 10pm (Mon-Sun)
China Town,82 votes,3.5,"61, S.N. Banerjee Road, Near Society Cinema, New Market Area, Kolkata","Cafe, Fast Food",₹500,11am – 10pm (Mon-Sun)
Tyre Patty,1128 votes,3.8,"Ground Floor, 26, Lee Road, Lee Commerce, Elgin, Kolkata","Cafe, Fast Food",₹850,7am – 11pm (Mon-Sun)
Jalapenos,1011 votes,4.0,"10, Wood Street, Camac Street Area, Kolkata",Biryani,"₹1,000",11:30am – 10:30pm (Mon-Sun)
Badshah Bar & Restaurant,393 votes,3.5,"5, Lindsay Street, New Market Area, Kolkata",Biryani,₹600,10am – 10:30pm (Mon-Sun)
Manthan Songhai,887 votes,3.8,"3, Waterloo Street, Esplanade, Kolkata","Chinese, Seafood",₹700,11am – 11pm (Mon-Sun)
Kolkata Bite,148 votes,3.8,"3/1H/17, Sir Syed Ahmed Road, Entally, Kolkata","Chinese, Seafood",₹250,3pm – 4am (Mon-Sun)
Cocoa Bakery,171 votes,3.9,"2B/1, Woodburn Park, Near Ashok Hall Girls School, Minto Park, Kolkata","Biryani, Mughlai, Rolls",₹500,7am – 9pm (Mon-Sun)
The Breakout,257 votes,3.6,"1, Allenby Road, 2nd Floor, Opposite Lane to Forum Mall, Elgin, Kolkata","Biryani, Mughlai, Rolls",₹600,"12midnight – 2am, 8am – 12midnight (Mon-Sun)"
Puffs N Bites,352 votes,3.8,"1st Floor, Regency Building, 6,Hungerford Street, Theatre Road, Kolkata",South Indian,"₹1,000",10am – 2am (Mon-Sun)
New Delhi Juice & Shakes Ice Cream Parlour,6 votes,3.2,"75, S.N. Banerjee Road, Entally, Kolkata",South Indian,₹150,8am – 11pm (Mon-Sun)
Olive - Hotel Niharika,107 votes,3.6,"5, A.J.C. Bose Road, Hotel Niharika, Minto Park, Kolkata","South Indian, North Indian, Fast Food, Chinese","₹1,000","7:30am – 10:30am, 12noon – 3pm, 7pm – 10:30pm..."
Kasturi Xpress,24 votes,3.5,"7A, Marquis Street, New Market Area, Kolkata","South Indian, North Indian, Fast Food, Chinese",₹200,8am – 11pm (Mon-Sun)
Ashrafia Tea,73 votes,3.7,"3, Ground Floor, Pemantle Street, Ward 62, BR-VI, Wellesley, Kolkata",Bakery,₹200,7am – 11pm (Mon-Sun)
Meraz Biryani,166 votes,3.5,"20, Bright Street, Park Circus Area, Kolkata",Bakery,₹250,12noon – 1am (Mon-Sun)
Zaika Lazzez Centre,15 votes,3.3,"85/2, Dr Lal Mohan Bhattacharya Road, Entally, Kolkata","Kebab, Rolls, Bengali, Mughlai, North Indian, Biryani",₹400,12noon – 12midnight (Mon-Sun)
EDabba Snackers,Cuisines:,-,"3A, Jawaharlal Nehru Road, Esplanade, Kolkata","Kebab, Rolls, Bengali, Mughlai, North Indian, Biryani",₹300,11am – 10:45pm (Mon-Sun)
Raadium Cafe,98 votes,3.3,"Sukh Sadan Apartment, Acharya Jagadish Chandra Bose Road, Park Circus Area, Kolkata","Cafe, Spanish, Italian, Mexican, Salad, American, Beverages",₹750,5am – 1am (Mon-Sun)
Amul Ice Cream Parlour,38 votes,3.8,"15, Elgin Road, Near Sambunath Pandit Hospital, Elgin, Kolkata","Cafe, Spanish, Italian, Mexican, Salad, American, Beverages",₹300,10am – 10pm (Mon-Sun)
